SalesPersonID,GeoID,ProductID,Date,Sales,Quantity,Revenue,SalesPersonName,Brand,Location,Country,Region,ProductName,Category,Size,Price
SP04,G4,P14,2021-06-17 00:00:00,8085,26,809,Wilone O\'Kielt,Delish,Hyderabad,New Zealand,APAC,White Choc,Other,SMALL,0.16
SP08,G2,P19,2021-08-10 00:00:00,11445,14,498,Ches Bonnell,,Hyderabad,USA,Americas,70% Dark Bites,Bites,SMALL,4.97
SP06,G1,P14,2021-11-04 00:00:00,1022,139,114,Curtice Advani,Delish,Hyderabad,India,APAC,White Choc,Other,SMALL,0.16
SP25,G3,P05,2021-08-27 00:00:00,8890,243,556,Camilla Castle,Delish,Seattle,Canada,Americas,Mint Chip Choco,Bars,LARGE,1.54
SP21,G3,P04,2021-11-17 00:00:00,2604,136,174,Mallorie Waber,,Seattle,Canada,Americas,Raspberry Choco,Bars,LARGE,4.09
SP23,G4,P05,2021-03-16 00:00:00,2177,170,121,Van Tuxwell,Yummies,Seattle,New Zealand,APAC,Mint Chip Choco,Bars,LARGE,1.54
SP14,G6,P20,2021-05-26 00:00:00,2723,245,171,Dotty Strutley,Delish,Wellington,UK,Europe,Smooth Sliky Salty,Bars,SMALL,2.97
SP22,G5,P15,2021-01-07 00:00:00,5439,371,202,Jehu Rudeforth,,Seattle,Australia,APAC,Baker\'s Choco Chips,Bars,SMALL,3.4
SP02,G1,P19,2021-11-10 00:00:00,18599,133,775,Dennison Crosswaite,Yummies,Hyderabad,India,APAC,70% Dark Bites,Bites,SMALL,4.97
SP05,G6,P02,2022-01-10 00:00:00,8582,228,344,Gigi Bohling,Delish,Hyderabad,UK,Europe,50% Dark Bites,Bites,LARGE,2.57
SP25,G1,P19,2021-02-02 00:00:00,784,178,33,Camilla Castle,Delish,Seattle,India,APAC,70% Dark Bites,Bites,SMALL,4.97
SP15,G3,P22,2021-05-14 00:00:00,3031,33,122,Kelci Walkden,Yummies,Wellington,Canada,Americas,Peanut Butter Cubes,Bites,SMALL,3.57
SP13,G4,P09,2022-03-25 00:00:00,1141,71,104,Jan Morforth,Delish,Wellington,New Zealand,APAC,Orange Choco,Bars,LARGE,7.14
SP15,G3,P17,2021-07-19 00:00:00,3563,291,324,Kelci Walkden,Yummies,Wellington,Canada,Americas,Caramel Stuffed Bars,Bars,SMALL,0.54
SP04,G6,P08,2021-11-23 00:00:00,406,339,37,Wilone O\'Kielt,Delish,Hyderabad,UK,Europe,99% Dark & Pure,Bars,LARGE,2.47
SP16,G4,P22,2021-09-27 00:00:00,1953,70,89,Marney O\'Breen,Jucies,Wellington,New Zealand,APAC,Peanut Butter Cubes,Bites,SMALL,3.57
SP16,G5,P14,2021-03-19 00:00:00,12747,36,1417,Marney O\'Breen,Jucies,Wellington,Australia,APAC,White Choc,Other,SMALL,0.16
SP07,G5,P18,2022-01-24 00:00:00,756,158,76,Kaine Padly,Delish,Hyderabad,Australia,APAC,Manuka Honey Choco,Other,SMALL,4.75
SP22,G4,P11,2021-02-08 00:00:00,18571,539,845,Jehu Rudeforth,,Seattle,New Zealand,APAC,After Nines,Bites,LARGE,4.43
SP13,G6,P16,2021-04-20 00:00:00,3010,77,377,Jan Morforth,Delish,Wellington,UK,Europe,Organic Choco Syrup,Other,SMALL,1.47
SP07,G4,P22,2021-03-15 00:00:00,4249,97,170,Kaine Padly,Delish,Hyderabad,New Zealand,APAC,Peanut Butter Cubes,Bites,SMALL,3.57
SP03,G5,P09,2022-02-18 00:00:00,1288,47,144,Gunar Cockshoot,Yummies,Hyderabad,Australia,APAC,Orange Choco,Bars,LARGE,7.14
SP13,G2,P06,2021-03-29 00:00:00,1085,66,78,Jan Morforth,Delish,Wellington,USA,Americas,Eclairs,Bites,LARGE,2.24
SP08,G2,P05,2021-02-12 00:00:00,28,78,2,Ches Bonnell,,Hyderabad,USA,Americas,Mint Chip Choco,Bars,LARGE,1.54
SP06,G2,P16,2021-06-29 00:00:00,4403,420,490,Curtice Advani,Delish,Hyderabad,USA,Americas,Organic Choco Syrup,Other,SMALL,1.47
SP05,G3,P08,2022-02-07 00:00:00,6279,51,483,Gigi Bohling,Delish,Hyderabad,Canada,Americas,99% Dark & Pure,Bars,LARGE,2.47
SP07,G1,P09,2021-08-30 00:00:00,9030,319,821,Kaine Padly,Delish,Hyderabad,India,APAC,Orange Choco,Bars,LARGE,7.14
SP01,G6,P22,2022-01-13 00:00:00,1484,144,60,Barr Faughny,Yummies,Hyderabad,UK,Europe,Peanut Butter Cubes,Bites,SMALL,3.57
SP05,G6,P05,2021-01-06 00:00:00,10276,211,571,Gigi Bohling,Delish,Hyderabad,UK,Europe,Mint Chip Choco,Bars,LARGE,1.54
SP22,G1,P06,2021-01-12 00:00:00,6713,176,420,Jehu Rudeforth,,Seattle,India,APAC,Eclairs,Bites,LARGE,2.24
SP22,G2,P12,2021-03-04 00:00:00,9688,153,422,Jehu Rudeforth,,Seattle,USA,Americas,Fruit & Nut Bars,Bars,LARGE,1.58
SP19,G2,P13,2021-10-19 00:00:00,10633,271,484,Beverie Moffet,Jucies,Seattle,USA,Americas,85% Dark Bars,Bars,SMALL,0.64
SP05,G2,P21,2022-03-03 00:00:00,6405,179,458,Gigi Bohling,Delish,Hyderabad,USA,Americas,Choco Coated Almonds,Bites,SMALL,6.17
SP06,G3,P17,2021-08-24 00:00:00,7112,152,647,Curtice Advani,Delish,Hyderabad,Canada,Americas,Caramel Stuffed Bars,Bars,SMALL,0.54
SP07,G1,P12,2021-02-08 00:00:00,665,180,28,Kaine Padly,Delish,Hyderabad,India,APAC,Fruit & Nut Bars,Bars,LARGE,1.58
SP23,G1,P15,2022-03-07 00:00:00,9912,230,397,Van Tuxwell,Yummies,Seattle,India,APAC,Baker\'s Choco Chips,Bars,SMALL,3.4
SP24,G5,P18,2021-09-24 00:00:00,6923,180,693,Roddy Speechley,Delish,Seattle,Australia,APAC,Manuka Honey Choco,Other,SMALL,4.75
SP07,G4,P03,2021-06-24 00:00:00,2674,129,191,Kaine Padly,Delish,Hyderabad,New Zealand,APAC,Almond Choco,Bars,LARGE,9.6
SP19,G3,P05,2021-12-15 00:00:00,1064,283,56,Beverie Moffet,Jucies,Seattle,Canada,Americas,Mint Chip Choco,Bars,LARGE,1.54
SP10,G4,P16,2021-02-22 00:00:00,15351,116,2559,Brien Boise,Jucies,Wellington,New Zealand,APAC,Organic Choco Syrup,Other,SMALL,1.47
SP23,G1,P07,2021-07-19 00:00:00,7203,21,301,Van Tuxwell,Yummies,Seattle,India,APAC,Drinking Coco,Other,LARGE,1.62
SP25,G3,P15,2021-03-25 00:00:00,8036,352,335,Camilla Castle,Delish,Seattle,Canada,Americas,Baker\'s Choco Chips,Bars,SMALL,3.4
SP11,G3,P10,2021-03-23 00:00:00,1869,61,99,Husein Augar,Yummies,Wellington,Canada,Americas,Spicy Special Slims,Bites,LARGE,5.79
SP14,G3,P19,2021-07-29 00:00:00,8008,14,334,Dotty Strutley,Delish,Wellington,Canada,Americas,70% Dark Bites,Bites,SMALL,4.97
SP12,G4,P17,2022-03-24 00:00:00,5558,45,428,Karlen McCaffrey,Yummies,Wellington,New Zealand,APAC,Caramel Stuffed Bars,Bars,SMALL,0.54
SP18,G1,P04,2021-09-21 00:00:00,6860,87,429,Madelene Upcott,Jucies,Wellington,India,APAC,Raspberry Choco,Bars,LARGE,4.09
SP11,G5,P21,2021-09-24 00:00:00,3815,50,255,Husein Augar,Yummies,Wellington,Australia,APAC,Choco Coated Almonds,Bites,SMALL,6.17
SP07,G4,P21,2021-12-29 00:00:00,3234,206,249,Kaine Padly,Delish,Hyderabad,New Zealand,APAC,Choco Coated Almonds,Bites,SMALL,6.17
SP06,G2,P19,2021-01-06 00:00:00,4403,67,201,Curtice Advani,Delish,Hyderabad,USA,Americas,70% Dark Bites,Bites,SMALL,4.97
SP14,G1,P11,2021-10-25 00:00:00,5803,46,264,Dotty Strutley,Delish,Wellington,India,APAC,After Nines,Bites,LARGE,4.43
SP13,G4,P20,2021-08-25 00:00:00,5068,262,338,Jan Morforth,Delish,Wellington,New Zealand,APAC,Smooth Sliky Salty,Bars,SMALL,2.97
SP07,G6,P18,2021-12-01 00:00:00,6790,146,970,Kaine Padly,Delish,Hyderabad,UK,Europe,Manuka Honey Choco,Other,SMALL,4.75
SP06,G1,P17,2021-06-17 00:00:00,4172,137,321,Curtice Advani,Delish,Hyderabad,India,APAC,Caramel Stuffed Bars,Bars,SMALL,0.54
SP25,G1,P08,2021-03-11 00:00:00,10066,217,775,Camilla Castle,Delish,Seattle,India,APAC,99% Dark & Pure,Bars,LARGE,2.47
SP15,G3,P20,2021-02-04 00:00:00,1239,38,78,Kelci Walkden,Yummies,Wellington,Canada,Americas,Smooth Sliky Salty,Bars,SMALL,2.97
SP11,G1,P02,2021-10-27 00:00:00,9646,172,402,Husein Augar,Yummies,Wellington,India,APAC,50% Dark Bites,Bites,LARGE,2.57
SP09,G5,P12,2021-05-21 00:00:00,15925,8,637,Andria Kimpton,Jucies,Hyderabad,Australia,APAC,Fruit & Nut Bars,Bars,LARGE,1.58
SP18,G3,P04,2021-09-06 00:00:00,672,96,45,Madelene Upcott,Jucies,Wellington,Canada,Americas,Raspberry Choco,Bars,LARGE,4.09
SP20,G3,P09,2021-06-29 00:00:00,1890,114,237,Oby Sorrel,Jucies,Seattle,Canada,Americas,Orange Choco,Bars,LARGE,7.14
SP22,G2,P08,2021-10-14 00:00:00,2674,41,191,Jehu Rudeforth,,Seattle,USA,Americas,99% Dark & Pure,Bars,LARGE,2.47
SP11,G3,P13,2021-08-20 00:00:00,7175,32,327,Husein Augar,Yummies,Wellington,Canada,Americas,85% Dark Bars,Bars,SMALL,0.64
SP05,G1,P03,2021-07-09 00:00:00,2044,9,158,Gigi Bohling,Delish,Hyderabad,India,APAC,Almond Choco,Bars,LARGE,9.6
SP19,G1,P09,2021-03-10 00:00:00,252,327,23,Beverie Moffet,Jucies,Seattle,India,APAC,Orange Choco,Bars,LARGE,7.14
SP17,G6,P16,2021-08-17 00:00:00,1820,338,304,Rafaelita Blaksland,,Wellington,UK,Europe,Organic Choco Syrup,Other,SMALL,1.47
SP24,G4,P14,2021-02-01 00:00:00,7210,192,721,Roddy Speechley,Delish,Seattle,New Zealand,APAC,White Choc,Other,SMALL,0.16
SP19,G5,P05,2022-03-18 00:00:00,987,386,55,Beverie Moffet,Jucies,Seattle,Australia,APAC,Mint Chip Choco,Bars,LARGE,1.54
SP18,G2,P07,2021-12-31 00:00:00,8687,45,378,Madelene Upcott,Jucies,Wellington,USA,Americas,Drinking Coco,Other,LARGE,1.62
SP23,G6,P18,2022-02-23 00:00:00,13510,349,1930,Van Tuxwell,Yummies,Seattle,UK,Europe,Manuka Honey Choco,Other,SMALL,4.75
SP12,G3,P09,2021-10-18 00:00:00,10983,112,999,Karlen McCaffrey,Yummies,Wellington,Canada,Americas,Orange Choco,Bars,LARGE,7.14
SP08,G2,P07,2021-10-18 00:00:00,6321,9,288,Ches Bonnell,,Hyderabad,USA,Americas,Drinking Coco,Other,LARGE,1.62
SP22,G2,P20,2021-07-13 00:00:00,1876,52,111,Jehu Rudeforth,,Seattle,USA,Americas,Smooth Sliky Salty,Bars,SMALL,2.97
SP10,G3,P10,2021-08-20 00:00:00,1785,221,105,Brien Boise,Jucies,Wellington,Canada,Americas,Spicy Special Slims,Bites,LARGE,5.79
SP18,G6,P05,2021-07-08 00:00:00,11312,33,596,Madelene Upcott,Jucies,Wellington,UK,Europe,Mint Chip Choco,Bars,LARGE,1.54
SP11,G6,P10,2021-12-09 00:00:00,5215,22,290,Husein Augar,Yummies,Wellington,UK,Europe,Spicy Special Slims,Bites,LARGE,5.79
SP03,G5,P20,2021-08-03 00:00:00,15120,128,890,Gunar Cockshoot,Yummies,Hyderabad,Australia,APAC,Smooth Sliky Salty,Bars,SMALL,2.97
SP19,G4,P18,2021-10-18 00:00:00,1960,23,245,Beverie Moffet,Jucies,Seattle,New Zealand,APAC,Manuka Honey Choco,Other,SMALL,4.75
SP12,G3,P06,2021-01-29 00:00:00,980,135,70,Karlen McCaffrey,Yummies,Wellington,Canada,Americas,Eclairs,Bites,LARGE,2.24
SP25,G4,P16,2021-05-26 00:00:00,6377,389,709,Camilla Castle,Delish,Seattle,New Zealand,APAC,Organic Choco Syrup,Other,SMALL,1.47
SP16,G6,P07,2021-10-05 00:00:00,4543,88,190,Marney O\'Breen,Jucies,Wellington,UK,Europe,Drinking Coco,Other,LARGE,1.62
SP07,G6,P03,2022-02-15 00:00:00,7497,516,577,Kaine Padly,Delish,Hyderabad,UK,Europe,Almond Choco,Bars,LARGE,9.6
SP20,G3,P13,2021-11-25 00:00:00,2989,126,158,Oby Sorrel,Jucies,Seattle,Canada,Americas,85% Dark Bars,Bars,SMALL,0.64
SP24,G6,P05,2021-02-02 00:00:00,1057,167,63,Roddy Speechley,Delish,Seattle,UK,Europe,Mint Chip Choco,Bars,LARGE,1.54
SP16,G2,P06,2021-05-13 00:00:00,1659,74,119,Marney O\'Breen,Jucies,Wellington,USA,Americas,Eclairs,Bites,LARGE,2.24
SP20,G3,P14,2021-05-26 00:00:00,6839,258,855,Oby Sorrel,Jucies,Seattle,Canada,Americas,White Choc,Other,SMALL,0.16
SP10,G2,P01,2021-02-02 00:00:00,4277,83,476,Brien Boise,Jucies,Wellington,USA,Americas,Milk Bars,Bars,LARGE,1.52
SP21,G1,P16,2022-03-16 00:00:00,8197,260,1367,Mallorie Waber,,Seattle,India,APAC,Organic Choco Syrup,Other,SMALL,1.47
SP12,G1,P03,2022-02-23 00:00:00,700,274,54,Karlen McCaffrey,Yummies,Wellington,India,APAC,Almond Choco,Bars,LARGE,9.6
SP07,G1,P07,2022-01-25 00:00:00,2240,119,102,Kaine Padly,Delish,Hyderabad,India,APAC,Drinking Coco,Other,LARGE,1.62
SP10,G6,P17,2021-03-26 00:00:00,8155,76,816,Brien Boise,Jucies,Wellington,UK,Europe,Caramel Stuffed Bars,Bars,SMALL,0.54
SP18,G1,P18,2022-01-20 00:00:00,7252,69,907,Madelene Upcott,Jucies,Wellington,India,APAC,Manuka Honey Choco,Other,SMALL,4.75
SP11,G6,P17,2021-10-27 00:00:00,4494,35,375,Husein Augar,Yummies,Wellington,UK,Europe,Caramel Stuffed Bars,Bars,SMALL,0.54
SP06,G5,P22,2022-03-08 00:00:00,11410,241,497,Curtice Advani,Delish,Hyderabad,Australia,APAC,Peanut Butter Cubes,Bites,SMALL,3.57
SP14,G2,P18,2021-10-15 00:00:00,14245,72,1583,Dotty Strutley,Delish,Wellington,USA,Americas,Manuka Honey Choco,Other,SMALL,4.75
SP11,G5,P17,2022-03-28 00:00:00,9268,25,713,Husein Augar,Yummies,Wellington,Australia,APAC,Caramel Stuffed Bars,Bars,SMALL,0.54
SP21,G5,P17,2022-01-21 00:00:00,7182,119,553,Mallorie Waber,,Seattle,Australia,APAC,Caramel Stuffed Bars,Bars,SMALL,0.54
SP24,G4,P22,2021-06-03 00:00:00,4802,191,209,Roddy Speechley,Delish,Seattle,New Zealand,APAC,Peanut Butter Cubes,Bites,SMALL,3.57
SP01,G4,P22,2021-07-13 00:00:00,9240,72,420,Barr Faughny,Yummies,Hyderabad,New Zealand,APAC,Peanut Butter Cubes,Bites,SMALL,3.57
SP22,G4,P16,2021-03-01 00:00:00,1589,292,199,Jehu Rudeforth,,Seattle,New Zealand,APAC,Organic Choco Syrup,Other,SMALL,1.47
SP23,G3,P02,2021-01-14 00:00:00,4557,13,190,Van Tuxwell,Yummies,Seattle,Canada,Americas,50% Dark Bites,Bites,LARGE,2.57
SP02,G5,P05,2022-01-26 00:00:00,4466,15,249,Dennison Crosswaite,Yummies,Hyderabad,Australia,APAC,Mint Chip Choco,Bars,LARGE,1.54
SP01,G4,P15,2021-02-23 00:00:00,6818,268,273,Barr Faughny,Yummies,Hyderabad,New Zealand,APAC,Baker\'s Choco Chips,Bars,SMALL,3.4
SP05,G5,P21,2021-04-20 00:00:00,4767,86,367,Gigi Bohling,Delish,Hyderabad,Australia,APAC,Choco Coated Almonds,Bites,SMALL,6.17
SP07,G1,P21,2021-04-07 00:00:00,17136,3,1143,Kaine Padly,Delish,Hyderabad,India,APAC,Choco Coated Almonds,Bites,SMALL,6.17
SP01,G2,P15,2021-10-05 00:00:00,784,127,33,Barr Faughny,Yummies,Hyderabad,USA,Americas,Baker\'s Choco Chips,Bars,SMALL,3.4
SP11,G4,P10,2021-06-04 00:00:00,12047,202,603,Husein Augar,Yummies,Wellington,New Zealand,APAC,Spicy Special Slims,Bites,LARGE,5.79
SP14,G6,P15,2022-03-07 00:00:00,1925,180,75,Dotty Strutley,Delish,Wellington,UK,Europe,Baker\'s Choco Chips,Bars,SMALL,3.4
SP03,G1,P07,2021-03-25 00:00:00,5222,267,218,Gunar Cockshoot,Yummies,Hyderabad,India,APAC,Drinking Coco,Other,LARGE,1.62
SP17,G2,P10,2021-03-24 00:00:00,4088,16,205,Rafaelita Blaksland,,Wellington,USA,Americas,Spicy Special Slims,Bites,LARGE,5.79
SP11,G6,P04,2021-02-11 00:00:00,8806,218,490,Husein Augar,Yummies,Wellington,UK,Europe,Raspberry Choco,Bars,LARGE,4.09
SP24,G3,P15,2022-01-24 00:00:00,280,263,12,Roddy Speechley,Delish,Seattle,Canada,Americas,Baker\'s Choco Chips,Bars,SMALL,3.4
SP06,G4,P02,2021-09-02 00:00:00,7217,114,301,Curtice Advani,Delish,Hyderabad,New Zealand,APAC,50% Dark Bites,Bites,LARGE,2.57
SP12,G5,P07,2021-02-16 00:00:00,8645,135,346,Karlen McCaffrey,Yummies,Wellington,Australia,APAC,Drinking Coco,Other,LARGE,1.62
SP14,G6,P04,2021-04-28 00:00:00,11025,2,735,Dotty Strutley,Delish,Wellington,UK,Europe,Raspberry Choco,Bars,LARGE,4.09
SP04,G3,P19,2021-03-23 00:00:00,2702,292,113,Wilone O\'Kielt,Delish,Hyderabad,Canada,Americas,70% Dark Bites,Bites,SMALL,4.97
SP19,G6,P11,2021-03-03 00:00:00,5523,175,252,Beverie Moffet,Jucies,Seattle,UK,Europe,After Nines,Bites,LARGE,4.43
SP10,G2,P14,2021-07-02 00:00:00,13559,4,1695,Brien Boise,Jucies,Wellington,USA,Americas,White Choc,Other,SMALL,0.16
SP12,G6,P13,2021-10-29 00:00:00,7735,32,369,Karlen McCaffrey,Yummies,Wellington,UK,Europe,85% Dark Bars,Bars,SMALL,0.64
SP09,G2,P12,2022-03-04 00:00:00,11963,55,521,Andria Kimpton,Jucies,Hyderabad,USA,Americas,Fruit & Nut Bars,Bars,LARGE,1.58
SP21,G5,P09,2021-05-20 00:00:00,2373,4,297,Mallorie Waber,,Seattle,Australia,APAC,Orange Choco,Bars,LARGE,7.14
SP19,G3,P08,2021-04-23 00:00:00,3332,78,238,Beverie Moffet,Jucies,Seattle,Canada,Americas,99% Dark & Pure,Bars,LARGE,2.47
SP15,G6,P19,2021-03-26 00:00:00,6118,115,279,Kelci Walkden,Yummies,Wellington,UK,Europe,70% Dark Bites,Bites,SMALL,4.97
SP02,G6,P12,2021-10-11 00:00:00,6937,61,290,Dennison Crosswaite,Yummies,Hyderabad,UK,Europe,Fruit & Nut Bars,Bars,LARGE,1.58
SP08,G4,P21,2021-11-17 00:00:00,8736,42,624,Ches Bonnell,,Hyderabad,New Zealand,APAC,Choco Coated Almonds,Bites,SMALL,6.17
SP07,G1,P18,2021-05-11 00:00:00,994,424,100,Kaine Padly,Delish,Hyderabad,India,APAC,Manuka Honey Choco,Other,SMALL,4.75
SP25,G4,P13,2022-03-07 00:00:00,8449,259,423,Camilla Castle,Delish,Seattle,New Zealand,APAC,85% Dark Bars,Bars,SMALL,0.64
SP05,G3,P03,2021-09-13 00:00:00,1589,201,133,Gigi Bohling,Delish,Hyderabad,Canada,Americas,Almond Choco,Bars,LARGE,9.6
SP25,G5,P08,2021-02-15 00:00:00,2009,59,144,Camilla Castle,Delish,Seattle,Australia,APAC,99% Dark & Pure,Bars,LARGE,2.47
SP19,G4,P17,2021-11-19 00:00:00,4802,259,370,Beverie Moffet,Jucies,Seattle,New Zealand,APAC,Caramel Stuffed Bars,Bars,SMALL,0.54
SP21,G5,P15,2022-03-28 00:00:00,14350,116,574,Mallorie Waber,,Seattle,Australia,APAC,Baker\'s Choco Chips,Bars,SMALL,3.4
SP01,G2,P02,2022-01-26 00:00:00,7504,189,301,Barr Faughny,Yummies,Hyderabad,USA,Americas,50% Dark Bites,Bites,LARGE,2.57
SP10,G4,P13,2021-11-16 00:00:00,3136,128,166,Brien Boise,Jucies,Wellington,New Zealand,APAC,85% Dark Bars,Bars,SMALL,0.64
SP14,G3,P20,2021-01-29 00:00:00,1302,108,82,Dotty Strutley,Delish,Wellington,Canada,Americas,Smooth Sliky Salty,Bars,SMALL,2.97
SP14,G1,P17,2021-03-03 00:00:00,4711,46,363,Dotty Strutley,Delish,Wellington,India,APAC,Caramel Stuffed Bars,Bars,SMALL,0.54
SP24,G5,P14,2021-01-26 00:00:00,4053,4,406,Roddy Speechley,Delish,Seattle,Australia,APAC,White Choc,Other,SMALL,0.16
SP22,G1,P12,2022-02-01 00:00:00,5978,279,240,Jehu Rudeforth,,Seattle,India,APAC,Fruit & Nut Bars,Bars,LARGE,1.58
SP18,G3,P22,2021-04-14 00:00:00,3787,292,158,Madelene Upcott,Jucies,Wellington,Canada,Americas,Peanut Butter Cubes,Bites,SMALL,3.57
SP20,G3,P06,2021-11-04 00:00:00,5446,92,321,Oby Sorrel,Jucies,Seattle,Canada,Americas,Eclairs,Bites,LARGE,2.24
SP08,G1,P20,2021-05-26 00:00:00,3640,380,203,Ches Bonnell,,Hyderabad,India,APAC,Smooth Sliky Salty,Bars,SMALL,2.97
SP12,G4,P11,2022-01-24 00:00:00,630,112,34,Karlen McCaffrey,Yummies,Wellington,New Zealand,APAC,After Nines,Bites,LARGE,4.43
SP24,G4,P20,2021-12-30 00:00:00,1995,62,118,Roddy Speechley,Delish,Seattle,New Zealand,APAC,Smooth Sliky Salty,Bars,SMALL,2.97
SP13,G6,P12,2021-12-03 00:00:00,2009,7,84,Jan Morforth,Delish,Wellington,UK,Europe,Fruit & Nut Bars,Bars,LARGE,1.58
SP12,G3,P21,2021-07-16 00:00:00,3339,272,223,Karlen McCaffrey,Yummies,Wellington,Canada,Americas,Choco Coated Almonds,Bites,SMALL,6.17
SP16,G1,P07,2021-06-08 00:00:00,2429,236,102,Marney O\'Breen,Jucies,Wellington,India,APAC,Drinking Coco,Other,LARGE,1.62
SP08,G5,P06,2021-11-29 00:00:00,12229,97,765,Ches Bonnell,,Hyderabad,Australia,APAC,Eclairs,Bites,LARGE,2.24
SP22,G6,P08,2021-06-11 00:00:00,2163,106,155,Jehu Rudeforth,,Seattle,UK,Europe,99% Dark & Pure,Bars,LARGE,2.47
SP05,G3,P16,2021-03-03 00:00:00,11242,96,1406,Gigi Bohling,Delish,Hyderabad,Canada,Americas,Organic Choco Syrup,Other,SMALL,1.47
SP13,G6,P06,2021-01-08 00:00:00,2163,21,128,Jan Morforth,Delish,Wellington,UK,Europe,Eclairs,Bites,LARGE,2.24
SP21,G1,P01,2021-03-16 00:00:00,2142,191,179,Mallorie Waber,,Seattle,India,APAC,Milk Bars,Bars,LARGE,1.52
SP04,G5,P01,2021-07-28 00:00:00,5698,46,518,Wilone O\'Kielt,Delish,Hyderabad,Australia,APAC,Milk Bars,Bars,LARGE,1.52
SP11,G4,P21,2021-07-05 00:00:00,3206,198,229,Husein Augar,Yummies,Wellington,New Zealand,APAC,Choco Coated Almonds,Bites,SMALL,6.17
SP18,G4,P11,2022-02-07 00:00:00,1463,486,77,Madelene Upcott,Jucies,Wellington,New Zealand,APAC,After Nines,Bites,LARGE,4.43
SP02,G6,P21,2022-02-24 00:00:00,6272,155,448,Dennison Crosswaite,Yummies,Hyderabad,UK,Europe,Choco Coated Almonds,Bites,SMALL,6.17
SP19,G6,P17,2021-04-01 00:00:00,3990,83,307,Beverie Moffet,Jucies,Seattle,UK,Europe,Caramel Stuffed Bars,Bars,SMALL,0.54
SP11,G5,P16,2021-04-16 00:00:00,6958,210,994,Husein Augar,Yummies,Wellington,Australia,APAC,Organic Choco Syrup,Other,SMALL,1.47
SP20,G5,P20,2021-01-25 00:00:00,9478,152,527,Oby Sorrel,Jucies,Seattle,Australia,APAC,Smooth Sliky Salty,Bars,SMALL,2.97
SP24,G6,P20,2021-11-09 00:00:00,16877,218,1055,Roddy Speechley,Delish,Seattle,UK,Europe,Smooth Sliky Salty,Bars,SMALL,2.97
SP11,G4,P09,2021-09-21 00:00:00,3689,269,462,Husein Augar,Yummies,Wellington,New Zealand,APAC,Orange Choco,Bars,LARGE,7.14
SP03,G3,P15,2021-03-29 00:00:00,6825,324,273,Gunar Cockshoot,Yummies,Hyderabad,Canada,Americas,Baker\'s Choco Chips,Bars,SMALL,3.4
SP03,G6,P22,2021-11-29 00:00:00,3591,38,164,Gunar Cockshoot,Yummies,Hyderabad,UK,Europe,Peanut Butter Cubes,Bites,SMALL,3.57
SP10,G1,P22,2021-11-17 00:00:00,2002,53,88,Brien Boise,Jucies,Wellington,India,APAC,Peanut Butter Cubes,Bites,SMALL,3.57
SP11,G2,P22,2022-03-17 00:00:00,77,138,4,Husein Augar,Yummies,Wellington,USA,Americas,Peanut Butter Cubes,Bites,SMALL,3.57
SP11,G2,P18,2021-10-15 00:00:00,11186,56,1119,Husein Augar,Yummies,Wellington,USA,Americas,Manuka Honey Choco,Other,SMALL,4.75
SP18,G4,P15,2021-11-08 00:00:00,12600,230,504,Madelene Upcott,Jucies,Wellington,New Zealand,APAC,Baker\'s Choco Chips,Bars,SMALL,3.4
SP08,G1,P12,2022-01-27 00:00:00,4613,121,201,Ches Bonnell,,Hyderabad,India,APAC,Fruit & Nut Bars,Bars,LARGE,1.58
SP19,G6,P18,2021-02-09 00:00:00,987,25,99,Beverie Moffet,Jucies,Seattle,UK,Europe,Manuka Honey Choco,Other,SMALL,4.75
SP22,G6,P02,2021-06-10 00:00:00,2247,258,94,Jehu Rudeforth,,Seattle,UK,Europe,50% Dark Bites,Bites,LARGE,2.57
SP25,G6,P19,2022-02-22 00:00:00,10150,61,484,Camilla Castle,Delish,Seattle,UK,Europe,70% Dark Bites,Bites,SMALL,4.97
SP20,G1,P07,2021-01-28 00:00:00,1981,142,91,Oby Sorrel,Jucies,Seattle,India,APAC,Drinking Coco,Other,LARGE,1.62
SP07,G6,P07,2021-06-22 00:00:00,3885,49,162,Kaine Padly,Delish,Hyderabad,UK,Europe,Drinking Coco,Other,LARGE,1.62
SP13,G2,P12,2021-09-30 00:00:00,8666,186,362,Jan Morforth,Delish,Wellington,USA,Americas,Fruit & Nut Bars,Bars,LARGE,1.58
SP20,G1,P12,2021-04-19 00:00:00,11263,102,451,Oby Sorrel,Jucies,Seattle,India,APAC,Fruit & Nut Bars,Bars,LARGE,1.58
SP23,G2,P15,2021-08-04 00:00:00,3913,336,164,Van Tuxwell,Yummies,Seattle,USA,Americas,Baker\'s Choco Chips,Bars,SMALL,3.4
SP18,G2,P16,2021-03-30 00:00:00,24367,272,3481,Madelene Upcott,Jucies,Wellington,USA,Americas,Organic Choco Syrup,Other,SMALL,1.47
SP16,G6,P12,2021-08-12 00:00:00,903,507,40,Marney O\'Breen,Jucies,Wellington,UK,Europe,Fruit & Nut Bars,Bars,LARGE,1.58
SP09,G6,P22,2021-11-23 00:00:00,14560,57,662,Andria Kimpton,Jucies,Hyderabad,UK,Europe,Peanut Butter Cubes,Bites,SMALL,3.57
SP25,G2,P12,2021-03-02 00:00:00,1211,258,49,Camilla Castle,Delish,Seattle,USA,Americas,Fruit & Nut Bars,Bars,LARGE,1.58
